English,French,Ewondo - AGLC,Prefixe nominal,Word: mot,Prefixe,Stem: radical de base,Suffixe,Nominal class,Gender,Part of speech,Notes
decongest,décongestionner,vaa (a),a,va-a,,va-,a,VERB_INF,VERB_INF,VERB_INF,
disconnect,déconnecter,tii (a),a,tii,,tii,ø,VERB_INF,VERB_INF,VERB_INF,
discourage,déconseiller,dzəge (a),a,dzë-g-e,,dzë-,ge,VERB_INF,VERB_INF,VERB_INF,
deconsider,déconsidérer,sáma (a),a,sam-a,,sam-,a,VERB_INF,VERB_INF,VERB_INF,
deconstruct,déconstruire,tsam (a),a,tsam,,tsam,ø,VERB_INF,VERB_INF,VERB_INF,
decontaminate,décontaminer,sob (a),a,sob,,sob,ø,VERB_INF,VERB_INF,VERB_INF,
decontaminate,décontaminer,fúbu (a),a,fub-u,,fub-,u,VERB_INF,VERB_INF,VERB_INF,
decontent,décontecer,dəme (a),a,dëm-e,,dëm-,e,VERB_INF,VERB_INF,VERB_INF,
deconstruct,décontecer (se),wɔ́b (a),a,wòb,,wòb,ø,VERB_INF,VERB_INF,VERB_INF,
décontecer (se),décontecer (se),wúb (a),a,wub,,wub,ø,VERB_INF,VERB_INF,VERB_INF,
décontracter,décontracter,sóan (a),a,so-an,,so-,an,VERB_INF,VERB_INF,VERB_INF,
decorder,décorder,tii (a),a,ti-i,,ti-,i,VERB_INF,VERB_INF,VERB_INF,
decorate,décorer,dzaman (a),a,dzam-an,,dzam-,an,VERB_INF,VERB_INF,VERB_INF,
decorate,décortiquer,fas (a),a,fas,,fas,ø,VERB_INF,VERB_INF,VERB_INF,
unravel,découdre,sɔ́di (a),a,sòd-i,,sòd-,i,VERB_INF,VERB_INF,VERB_INF,
detach,découdre,kpái (a),a,kpa-i,,kpa-,i,VERB_INF,VERB_INF,VERB_INF,
decoupage,découdre (se),kúlan (a),a,kul-an,,kul-,an,VERB_INF,VERB_INF,VERB_INF,
decoupage,découler,sɔ́ (a),a,sò,,sò,ø,VERB_INF,VERB_INF,VERB_INF,
decoupage,découper,bə́nge (a),a,bëng-e,,bëng-,e,VERB_INF,VERB_INF,VERB_INF,
cut out,découper (se),səgədan (a),a,sëg-ëd-an,,sëg-,ëd-an,VERB_INF,VERB_INF,VERB_INF,
discourage,décourager,dzəge (a),a,dzëg-e,,dzëg-,e,VERB_INF,VERB_INF,VERB_INF,
discourage,décourager (se),təgəbə (a),a,tëg-ëb-ë,,tëg-,ëb-ë,VERB_INF,VERB_INF,VERB_INF,
discourage,découronner,tsíg (a),a,tsig,,tsig,ø,VERB_INF,VERB_INF,VERB_INF,
discover,découvrir,kə́m (a),a,këm,,këm,ø,VERB_INF,VERB_INF,VERB_INF,
discover,découvrir,bɔi (a),a,bòi,,bòi,ø,VERB_INF,VERB_INF,VERB_INF,
clean,découvrir (se),ngyan (a),a,ngyan,,ngyan,ø,VERB_INF,VERB_INF,VERB_INF,
decredit,décrasser,fúbu (a),a,fub-u,,fub-,u,VERB_INF,VERB_INF,VERB_INF,
decree,décréditer,sáma (a),a,sam-a,,sam-,a,VERB_INF,VERB_INF,VERB_INF,
decree,décrêper,kɔg (a),a,kòg,,kòg,ø,VERB_INF,VERB_INF,VERB_INF,
decry,décréter,bénde (a),a,bende,,bende,ø,VERB_INF,VERB_INF,VERB_INF,
describe,décrier,búg (a),a,bug,,bug,ø,VERB_INF,VERB_INF,VERB_INF,
relax,décrire,kad (a),a,kad,,kad,ø,VERB_INF,VERB_INF,VERB_INF,
unhook,décrisper,sóan (a),a,so-an,,so-,an,VERB_INF,VERB_INF,VERB_INF,
pick up,décroccher,tə́le (a),a,tële,,tël-,e,VERB_INF,VERB_INF,VERB_INF,
pick up,décrocher,dzoge (a),a,dzoge,,dzog-e-,e,VERB_INF,VERB_INF,VERB_INF,
unhook,décrocher,bi (a),a,bi,,bi,ø,VERB_INF,VERB_INF,VERB_INF,
unhook,décrocher (se),sɔdan (a),a,sod-an,,sod-,an,VERB_INF,VERB_INF,VERB_INF,
pick up (telephone),dégrafer,kpái (a),a,kpa-i,,kpa-,i,VERB_INF,VERB_INF,VERB_INF,
pick up,décrocher (téléphone),nɔŋ (a),a,noṅ,,noṅ,ø,VERB_INF,VERB_INF,VERB_INF,
unhook,décroître,bɔdɔ (a),a,bod-o,,bod-,o,VERB_INF,VERB_INF,VERB_INF,
pick up,décroître (se),səgan (a),a,sëg-an,,sëg-,an,VERB_INF,VERB_INF,VERB_INF,
decrypt,décrotter,fími (a),a,fim-i,,fim-,i,VERB_INF,VERB_INF,VERB_INF,
tenfold,décrypter,fɛd (a),a,fèd,,fèd,ø,VERB_INF,VERB_INF,VERB_INF,
disdain,décupler,béde (a),a,bed-e,,bed-,e,VERB_INF,VERB_INF,VERB_INF,
dedicate,dédaigner,bɛn (a),a,bèn,,bèn,ø,VERB_INF,VERB_INF,VERB_INF,
dedicate,dédicacer,yíni (a),a,yin-i,,yin-,i,VERB_INF,VERB_INF,VERB_INF,
dedicate,dédicacer,bə́nge (a),a,bëng-e,,bëng-,e,VERB_INF,VERB_INF,VERB_INF,
dedicate,dédier,fái (a),a,fa-i,,fa-,i,VERB_INF,VERB_INF,VERB_INF,
disdain,dédier,bə́nge (a),a,bëng-e,,bëng-,e,VERB_INF,VERB_INF,VERB_INF,
to dedicate,dédire,dɔli (a),a,dòl-i,,dòl-,i,VERB_INF,VERB_INF,VERB_INF,
compensate,dédire (se),kyé (a),a,kye,,kye,ø,VERB_INF,VERB_INF,VERB_INF,
clear,dédommager,dzian (a),a,dzi-an,,dzi-,an,VERB_INF,VERB_INF,VERB_INF,
double,dédouaner,kode (a),a,kod-e,,kod-,e,VERB_INF,VERB_INF,VERB_INF,
de-dramatise,dédoubler,sal (a),a,sal,,sal,ø,VERB_INF,VERB_INF,VERB_INF,
deduct,dédramatiser,byandi (a),a,byandi,,byandi,ø,VERB_INF,VERB_INF,VERB_INF,
fail,déduire,dzɔmi (a),a,dzòm-i,,dzòm-,i,VERB_INF,VERB_INF,VERB_INF,
undo,défaillir,dzə́man (a),a,dzëm-an,,dzëm-,an,VERB_INF,VERB_INF,VERB_INF,
undo,défaire,sɔ́di (a),a,sòd-i,,sòd-,i,VERB_INF,VERB_INF,VERB_INF,
undo,défaire,búg (a),a,bug,,bug,ø,VERB_INF,VERB_INF,VERB_INF,
undo,défaire (se),bə́ge (a),a,bëg-e,,bëg-,e,VERB_INF,VERB_INF,VERB_INF,
dispose,défaire (se),wɔ́i (a),a,wò-i,,wò-,i,VERB_INF,VERB_INF,VERB_INF,
deduct,défalquer,sui (a),a,su-i,,su-,i,VERB_INF,VERB_INF,VERB_INF,
revitalise,défatiguer,wai (a),a,wa-i,,wa-,i,VERB_INF,VERB_INF,VERB_INF,
unveil,défaufiler,kpái (a),a,kpa-i,,kpa-,i,VERB_INF,VERB_INF,VERB_INF,
undo,défaufiler,lénde (a),a,lend-e,,lend-,e,VERB_INF,VERB_INF,VERB_INF,
disadvantage,défausser,nyui (a),a,nyu-i,,nyu-,i,VERB_INF,VERB_INF,VERB_INF,
defend,défavoriser,bóm (a),a,bom,,bom,ø,VERB_INF,VERB_INF,VERB_INF,
defend,défendre,bín (a),a,bin,,bin,ø,VERB_INF,VERB_INF,VERB_INF,
defecate,défendre (se),yía (a),a,yia,,yia,ø,VERB_INF,VERB_INF,VERB_INF,
defer,déféquer,bindi (a),a,bind-i,,bind-,i,VERB_INF,VERB_INF,VERB_INF,
defecate,déférer,lóm (a),a,lom,,lom,ø,VERB_INF,VERB_INF,VERB_INF,
defleet,déferler (se),dzimbi (a),a,dzimb-i,,dzimb-,i,VERB_INF,VERB_INF,VERB_INF,
defoliate,défeuiller,kudan (a),a,kud-an,,kud-,an,VERB_INF,VERB_INF,VERB_INF,
defibrer,défeuiller,wɔ́i (a),a,wò-i,,wò-,i,VERB_INF,VERB_INF,VERB_INF,
defrost,défibrer,wɔ́i (a),a,wò-i,,wò-,i,VERB_INF,VERB_INF,VERB_INF,
unstring,déficeler,tii (a),a,ti-i,,ti-,i,VERB_INF,VERB_INF,VERB_INF,
defy,défier,dɔɔlɔ (a),a,do-ol-o,,do-,ol-o,VERB_INF,VERB_INF,VERB_INF,
stand up to,défier (se),kəbə (a),a,këb-ë,,këb-,ë,VERB_INF,VERB_INF,VERB_INF,
disfigure,défier (se),bód (a),a,bod,,bod,ø,VERB_INF,VERB_INF,VERB_INF,
disfigure,défigurer,bəbe (a),a,bëb-e,,bëb-,e,VERB_INF,VERB_INF,VERB_INF,
parade,défigurer,vənge (a),a,vëng-e,,vëng-,e,VERB_INF,VERB_INF,VERB_INF,
define,défiler,kende (a),a,kend-e,,kend-,e,VERB_INF,VERB_INF,VERB_INF,
defiscate,définir,kad (a),a,kad,,kad,ø,VERB_INF,VERB_INF,VERB_INF,
deflagrate,défiscaliser,dzu (a),a,dzu,,dzu,ø,VERB_INF,VERB_INF,VERB_INF,
deflect,déflagrer,bám (a),a,bam,,bam,ø,VERB_INF,VERB_INF,VERB_INF,
enlarge,défléchir,bái (a),a,ba-i,,bai-,i,VERB_INF,VERB_INF,VERB_INF,
deflower,élargir,ndámi (a),a,ndam-i,,ndam-,i,VERB_INF,VERB_INF,VERB_INF,
deflate,déflorer,ndáman (a),a,ndam-an,,ndam-,an,VERB_INF,VERB_INF,VERB_INF,
deflate,défoncer,séne (a),a,sen-e,,sene-,e,VERB_INF,VERB_INF,VERB_INF,
deform,défoncer,dzimbi (a),a,dzimb-i,,dzimb-,i,VERB_INF,VERB_INF,VERB_INF,
agonize,déformer,vúd (a),a,vud,,vud,ø,VERB_INF,VERB_INF,VERB_INF,
distort,agoniser,dug (a),a,dug,,dug,ø,VERB_INF,VERB_INF,VERB_INF,
distort the truth,déformer,dugudu (a),a,dug-ud-u,,dug-,ud-u,VERB_INF,VERB_INF,VERB_INF,
unleash,déformer la vérité,vənge (a),a,vëng-e,,vëng-,e,VERB_INF,VERB_INF,VERB_INF,
defresh,défouler,soan (a),a,so-an,,so-,an,VERB_INF,VERB_INF,VERB_INF,
defraud,défraîchir,bɔb (a),a,bob,,bob,ø,VERB_INF,VERB_INF,VERB_INF,
defray,défraîchir (se),sas (a),a,sas,,sas,ø,VERB_INF,VERB_INF,VERB_INF,
to clear with care,défrayer,táŋ (a),a,taṅ,,taṅ,ø,VERB_INF,VERB_INF,VERB_INF,
season,défricher avec soin,kidi (a),a,kid-i,,kid-,i,VERB_INF,VERB_INF,VERB_INF,
defripe,assaisonner,kidi (a),a,kid-i,,kid-,i,VERB_INF,VERB_INF,VERB_INF,
remove wrinkles,défriper,kɔg (a),a,kòg,,kòg,ø,VERB_INF,VERB_INF,VERB_INF,
defroncer,défroisser,kɔg (a),a,kòg,,kòg,ø,VERB_INF,VERB_INF,VERB_INF,
clear,défroncer,kɔg (a),a,kòg,,kòg,ø,VERB_INF,VERB_INF,VERB_INF,
to remove,dégager,fámi (a),a,fam-i,,fam-,i,VERB_INF,VERB_INF,VERB_INF,
to clear smoke,dégager (se),fámi (a),a,fam-i,,fam-,i,VERB_INF,VERB_INF,VERB_INF,
draw,dégager de la fumée,túi (a),a,tu-i,,tu-,i,VERB_INF,VERB_INF,VERB_INF,
clear,dégainer,sɔmi (a),a,sòm-i,,sòm-,i,VERB_INF,VERB_INF,VERB_INF,
clear,dégarnir,sɔ́di (a),a,sòd-i,,sòd-,i,VERB_INF,VERB_INF,VERB_INF,
clear,dégarnir,tun (a),a,tun,,tun,ø,VERB_INF,VERB_INF,VERB_INF,
clear,dégauchir,wóe (a),a,woe,,woe,ø,VERB_INF,VERB_INF,VERB_INF,
degenerate,dégauchir,káli (a),a,kal-i,,kal-,i,VERB_INF,VERB_INF,VERB_INF,
disgorge,dégénérer,ndáman (a),a,ndam-an,,ndam-,an,VERB_INF,VERB_INF,VERB_INF,
disgorge,déglutir,min (a),a,min,,min,ø,VERB_INF,VERB_INF,VERB_INF,
disgorge,déglinguer,búg (a),a,bug,,bug,ø,VERB_INF,VERB_INF,VERB_INF,
disgorge,dégobiller,yó (a),a,yo,,yo,ø,VERB_INF,VERB_INF,VERB_INF,
dégommer,dégoiser,kɔ́bɔ (a),a,kòb-ò,,kòb-,o,VERB_INF,VERB_INF,VERB_INF,
deflated (to be),dégommer,bád (a),a,bad,,bad,ø,VERB_INF,VERB_INF,VERB_INF,
deflate,dégonflé (être),védə (a),a,ved-ë,,ved-,ë,VERB_INF,VERB_INF,VERB_INF,
to deflate,dégonfler,ngéd (a),a,nged,,nged,ø,VERB_INF,VERB_INF,VERB_INF,
disgorge,dégonfler (se),ngéd (a),a,nged,,nged,ø,VERB_INF,VERB_INF,VERB_INF,
disgorge,dégorger,kúmundu (a),a,kum-u-nd-u,,kum-,u-nd-u,VERB_INF,VERB_INF,VERB_INF,
get off,dégorger,yó (a),a,yo,,yo,ø,VERB_INF,VERB_INF,VERB_INF,
drip,dégoter,sɔm (a),a,sòm,,sòm,ø,VERB_INF,VERB_INF,VERB_INF,
dégourdir,dégouliner,sigi (a),a,sig-i,,sig-,i,VERB_INF,VERB_INF,VERB_INF,
disgust,dégourdir,budu (a),a,bud-u,,bud-,u,VERB_INF,VERB_INF,VERB_INF,
drip,dégoûter,fəm (a),a,fëm,,fëm,ø,VERB_INF,VERB_INF,VERB_INF,
degrade,dégoutter,dzóle (a),a,dzol-e,,dzol-,e,VERB_INF,VERB_INF,VERB_INF,
to degrade,dégrader,bə́be (a),a,bëb-e,,bëb-,e,VERB_INF,VERB_INF,VERB_INF,
be incomplete,dégrader (se),béan (a),a,be-an,,be-,an,VERB_INF,VERB_INF,VERB_INF,
degrade,être incomplet,sɔd (a),a,sod,,sod,ø,VERB_INF,VERB_INF,VERB_INF,
degrease,dégrafer,sɔdi (a),a,sod-i,,sod-,i,VERB_INF,VERB_INF,VERB_INF,
degrease,dégrafer (se),sɔdan (a),a,sod-an,,sod-,an,VERB_INF,VERB_INF,VERB_INF,
degrever,dégraisser,bɔdɔbɔ (a),a,bod-ob-o,,bod-,ob-o,VERB_INF,VERB_INF,VERB_INF,
tumble,dégrever,tsíg (a),a,tsig,,tsig,ø,VERB_INF,VERB_INF,VERB_INF,
to remove,dégringoler,kɔ́li (a),a,kòl-i,,kòl-,i,VERB_INF,VERB_INF,VERB_INF,
rough up,dégripper,sui (a),a,su-i,,su-,i,VERB_INF,VERB_INF,VERB_INF,
rough up,dégrossir,bɔdɔbɔ (a),a,b-od-ob-o,,bòd-,ob-o,VERB_INF,VERB_INF,VERB_INF,
unbundle,dégrossir,kodo (a),a,kod-o,,kod-,o,VERB_INF,VERB_INF,VERB_INF,
unbundle,dégrouiller (se),vólo (a),a,vol-o,,vol-,o,VERB_INF,VERB_INF,VERB_INF,
déguerpir,dégrouper,kab (a),a,kab,,kab,ø,VERB_INF,VERB_INF,VERB_INF,
déguerpir,déguerpir,lóm (a),a,lom,,lom,ø,VERB_INF,VERB_INF,VERB_INF,
puke,déguerpir,bánga (a),a,bang-a,,bang-,a,VERB_INF,VERB_INF,VERB_INF,
racing,courser,bəǹ (a),a,bën,,bën,ø,VERB_INF,VERB_INF,VERB_INF,
disguise,déguiser,bɔd (a),a,bod,,bod,ø,VERB_INF,VERB_INF,VERB_INF,
disgorge,déguiser,tudú (a),a,tud-u,,tud-,u,VERB_INF,VERB_INF,VERB_INF,
disembowel,déguster,bəse (a),a,bës-e,,bes-,e,VERB_INF,VERB_INF,VERB_INF,
marry,déhotter,kə (a),a,kë,,kë,ø,VERB_INF,VERB_INF,VERB_INF,
deify,se marier,lug (a),a,lug,,lug,ø,VERB_INF,VERB_INF,VERB_INF,
déjeter,déifier,lugu (a),a,lug-u,,lug-,u,VERB_INF,VERB_INF,VERB_INF,
foil,déjeter (se),vúd (a),a,vud,,vud,ø,VERB_INF,VERB_INF,VERB_INF,
dilapidate,déjouer,dəme (a),a,dëm-e,,dëm-,e,VERB_INF,VERB_INF,VERB_INF,
délacer,délabrer (se),ndáman (a),a,ndam-an,,ndam-,an,VERB_INF,VERB_INF,VERB_INF,
unravel,délacer,dəmənde (a),a,dëm-ënd-e,,dëm-,ënd-e,VERB_INF,VERB_INF,VERB_INF,
untie,délacer,sɔdi (a),a,sod-i,,sod-,i,VERB_INF,VERB_INF,VERB_INF,
shear,délainer,búi (a),a,bu-i,,bu-,i,VERB_INF,VERB_INF,VERB_INF,
neglect,délaisser,líg (a),a,lig,,lig,ø,VERB_INF,VERB_INF,VERB_INF,
relax,délasser,fyaǹaba (a),a,fyan-ab-a,,fyaṅ-,ab-a,VERB_INF,VERB_INF,VERB_INF,
relax,délasser (se),wai (a),a,wai,,wai,ø,VERB_INF,VERB_INF,VERB_INF,
wash out,délaver,tsénde (a),a,tsend-e,,tsend-,e,VERB_INF,VERB_INF,VERB_INF,
thin down,délayer,fug (a),a,fug,,fug,ø,VERB_INF,VERB_INF,VERB_INF,
mix,délayer (se),sole (a),a,sol-e,,sol-,e,VERB_INF,VERB_INF,VERB_INF,
delect,délecter,bɛse (a),a,bes-e,,bes-,e,VERB_INF,VERB_INF,VERB_INF,
delight,délecter,dudu (a),a,du-du,,du-,du,VERB_INF,VERB_INF,VERB_INF,
delect,délecter (se),fúi (a),a,fu-i,,fu-,u,VERB_INF,VERB_INF,VERB_INF,
delegate,déléguer,lom (a),a,lom,,lom,ø,VERB_INF,VERB_INF,VERB_INF,
deliberate,délibérer,tsog (a),a,tsog,,tsog,ø,VERB_INF,VERB_INF,VERB_INF,
untie,délier,suli (a),a,sul-i,,sul-,i,VERB_INF,VERB_INF,VERB_INF,
decriminalised,dépénalisé,dzuán (a),a,dzu-an,,dzu-,an,VERB_INF,VERB_INF,VERB_INF,
skinning,dépouiller,bə́bán (a),a,bëb-an,,bëb-,an,VERB_INF,VERB_INF,VERB_INF,
epreciate,déprécier,zɔg (a),a,zog,,zog,ø,VERB_INF,VERB_INF,VERB_INF,
untie,délier,kyábi (a),a,kyabi,,kyabi,ø,VERB_INF,VERB_INF,VERB_INF,
steal,ravir,dali (a),a,dal-i,,dal-,i,VERB_INF,VERB_INF,VERB_INF,
unravel,dénouer,tii (a),a,ti-i,,ti-,i,VERB_INF,VERB_INF,VERB_INF,
detach each other,se détacher mutuellement,tian (a),a,ti-an,,ti-,an,VERB_INF,VERB_INF,VERB_INF,
limit,délimiter,súg (a),a,sug,,sug,ø,VERB_INF,VERB_INF,VERB_INF,
limit,borner,kiǹilan (a),a,kin-il-an,,kin-,il-an,VERB_INF,VERB_INF,VERB_INF,
access,évaluer,vəg (a),a,vëg,,vëg,ø,VERB_INF,VERB_INF,VERB_INF,
draw,tracer,kaǹ (a),a,kan,,kan,ø,VERB_INF,VERB_INF,VERB_INF,
be humiliated,humilier (être),yad (a),a,yad,,yad,ø,VERB_INF,VERB_INF,VERB_INF,
catch,coincer,yádan (a),a,yad-an,,yad-,an,VERB_INF,VERB_INF,VERB_INF,
delineate,délinéamenter,kiǹilan (a),a,kin-il-an,,kin-,il-an,VERB_INF,VERB_INF,VERB_INF,
delirium,divaguer,dɔgɔdɔ (a),a,dog-od-o,,dog-,od-o,VERB_INF,VERB_INF,VERB_INF,
be in a state of frenzy,́être en état de frénésie,fodan (a),a,fod-an,,fod-,an,VERB_INF,VERB_INF,VERB_INF,
get drunk,saouler,sɔg (a),a,sog,,sog,ø,VERB_INF,VERB_INF,VERB_INF,
crumble,émietter,nyuǹulu (a),a,nyun-ul-u,,nyun-,ul-u,VERB_INF,VERB_INF,VERB_INF,
berak,casser,bóe (a),a,boe,,boe,ø,VERB_INF,VERB_INF,VERB_INF,
rough out,démaigrir,bɔdɔbɔ (a),a,bod-ob-o,,bod-,ob-o,VERB_INF,VERB_INF,VERB_INF,
disentangle the hair,démêler les cheveux,fái (a),a,fa-i,,fa-,i,VERB_INF,VERB_INF,VERB_INF,
remain hung,demeurer accroché,sâ (a),a,sa,,sa,ø,VERB_INF,VERB_INF,VERB_INF,
dismiss,démettre,vaa (a),a,va-a,,va-,a,VERB_INF,VERB_INF,VERB_INF,
old-fashioned,démoder,bɔǹɔlɔ (a),a,bon-ol-o,,bon-,ol-o,VERB_INF,VERB_INF,VERB_INF,
get old,vieillir,yombo (a),a,yom-bo,,yom-,bo,VERB_INF,VERB_INF,VERB_INF,
break,briser,búg (a),a,bug,,bug,ø,VERB_INF,VERB_INF,VERB_INF,
destry,démolir,bwé (a),a,bwe,,bwe,ø,VERB_INF,VERB_INF,VERB_INF,
pick,cueillir,kwé (a),a,kwe,,kwe,ø,VERB_INF,VERB_INF,VERB_INF,
waste,gaspiller,dáman (a),a,dam-an,,dam-,an,VERB_INF,VERB_INF,VERB_INF,
unmotivated,démotiver (être),təgəbə (a),a,tëg-ëb-ë,,tëg-,ëb-ë,VERB_INF,VERB_INF,VERB_INF,
destitute,démunir,wɔi (a),a,wo-i,,wo-,i,VERB_INF,VERB_INF,VERB_INF,
demystify,démystifier,fəlan (a),a,fël-an,,fël-,an,VERB_INF,VERB_INF,VERB_INF,
misrepresent,dénaturer,vənge (a),a,vëng-e,,vëng-,e,VERB_INF,VERB_INF,VERB_INF,
stole,dérober,dzíb (a),a,dzib,,dzib,ø,VERB_INF,VERB_INF,VERB_INF,
hate,détester,víni (a),a,vin-i,,vin-,i,VERB_INF,VERB_INF,VERB_INF,
pluck,plumer,fɔn (a),a,fon,,fon,ø,VERB_INF,VERB_INF,VERB_INF,
count,dénombrer,laǹ (a),a,lan,,lan,ø,VERB_INF,VERB_INF,VERB_INF,
densify,densifier,fibi (a),a,fib-i,,fib-,i,VERB_INF,VERB_INF,VERB_INF,
decapitate,décapiter,kéd (a),a,ked,,ked,ø,VERB_INF,VERB_INF,VERB_INF,
nake,dénuder,sɔ́di (a),a,sòd-i,,sòd-,i,VERB_INF,VERB_INF,VERB_INF,
uproot,désoucher,fumi (a),a,fum-i,,fum-,i,VERB_INF,VERB_INF,VERB_INF,
asagerrated,exagérer,nəman (a),a,nëm-an,,nëm-,an,VERB_INF,VERB_INF,VERB_INF,
have enough for,en avoir assez,kád (a),a,kad,,kad,ø,VERB_INF,VERB_INF,VERB_INF,
sticking to one's gun,se braquer,kaŋ (a),a,kaṅ,,kaṅ,ø,VERB_INF,VERB_INF,VERB_INF,
linger,persister,káŋa (a),a,kaṅ-a,,kaṅ-,a,VERB_INF,VERB_INF,VERB_INF,
overtake,dépasser,lod (a),a,lod,,lod,ø,VERB_INF,VERB_INF,VERB_INF,
outdo each other,dépasser (se),lodan (a),a,lod-an,,lod-,an,VERB_INF,VERB_INF,VERB_INF,
move,se bouger,fóŋan (a),a,foṅ-an,,foṅ-,an,VERB_INF,VERB_INF,VERB_INF,
despise,mépriser,byandi (a),a,byand-i,,byand-,i,VERB_INF,VERB_INF,VERB_INF,
help,aider,vɔ́li (a),a,vòl-i,,vòlò-,i,VERB_INF,VERB_INF,VERB_INF,
hit,frapper,bími (a),a,bim-i,,bim-,i,VERB_INF,VERB_INF,VERB_INF,
struggle,se battre,bíman (a),a,bim-an,,bim-,an,VERB_INF,VERB_INF,VERB_INF,
cope with,surmonter,ndə́ŋ (a),a,ndëṅ,,ndëṅ,ø,VERB_INF,VERB_INF,VERB_INF,
to be in the lead,tenir le lead,taŋan (a),a,taṅ-an,,taṅ-,an,VERB_INF,VERB_INF,VERB_INF,
strengthen,affermir,yə̄g (a),a,yëg,,yëg,ø,VERB_INF,VERB_INF,VERB_INF,
wonder,étonner (s'),yə́yan (a),a,yëy-an,,yëg-,an,VERB_INF,VERB_INF,VERB_INF,
break up,morceller,saŋ (a),a,saṅ,,saṅ,ø,VERB_INF,VERB_INF,VERB_INF,
cup,couper,tsîg (a),a,tsig,,tsig,ø,VERB_INF,VERB_INF,VERB_INF,
cry,pleurer,yon (a),a,yon,,yon,ø,VERB_INF,VERB_INF,VERB_INF,
startle,sursauter,sigan (a),a,sig-an,,sig-,an,VERB_INF,VERB_INF,VERB_INF,
serrate,denteler,zaǹ (a),a,zan,,zan,ø,VERB_INF,VERB_INF,VERB_INF,
lisp,zézayer,dzɔb (a),a,dzob,,dzob,ø,VERB_INF,VERB_INF,VERB_INF,
intensify,intensifier,bəgəle (a),a,bëgë-l-e,,bëgë-,le,VERB_INF,VERB_INF,VERB_INF,
promote,promouvoir,kpágada (a),a,kpag-ad-a,,kpag-,ad-a,VERB_INF,VERB_INF,VERB_INF,
popularize,vulgariser,lugusu (a),a,lug-us-u,,lug-,us-u,VERB_INF,VERB_INF,VERB_INF,
Praise,louer,lugu (a),a,lug-u,,lug-,u,VERB_INF,VERB_INF,VERB_INF,
marry,épouser,lug (a),a,lug,,lug,ø,VERB_INF,VERB_INF,VERB_INF,
deconstruct,déconstruire,tsam (a),a,tsam,,tsam,ø,VERB_INF,VERB_INF,VERB_INF,
bear fruit,porter des fruits,wúm (a),a,wum,,wum,ø,VERB_INF,VERB_INF,VERB_INF,
propaganda,faire de la propagande,wúmulu (a),a,wum-ul-u,,wum-,ul-u,VERB_INF,VERB_INF,VERB_INF,
visible (to be),visible (être),yéne (a),a,yen-e,,yen-,e,VERB_INF,VERB_INF,VERB_INF,
roar,vrombir,sog (a),a,sog,,sog,ø,VERB_INF,VERB_INF,VERB_INF,
pierce,transpercer,túb (a),a,tub,,tub,ø,VERB_INF,VERB_INF,VERB_INF,
ooze,suinter,tóé (a),a,toe,,toe,ø,VERB_INF,VERB_INF,VERB_INF,
walk,marcher,wulu (a),a,wul-u,,wul-,u,VERB_INF,VERB_INF,VERB_INF,
wander,errer,ndəǹ (a),a,ndën,,ndën,ø,VERB_INF,VERB_INF,VERB_INF,
float,flotter,yəǹ (a),a,yën,,yën,ø,VERB_INF,VERB_INF,VERB_INF,
vault,voûter (se),kúlubu (a),a,kul-ub-u,,kul-,ub-u,VERB_INF,VERB_INF,VERB_INF,
bend,courber,vúd (a),a,vud,,vud,ø,VERB_INF,VERB_INF,VERB_INF,
pack,emballer,vúgudu (a),a,vug-ud-u,,vug-,ud-u,VERB_INF,VERB_INF,VERB_INF,
protrude,saillir,ngɔnɔbɔ (a),a,ngon-ob-o,,ngon-,ob-o,VERB_INF,VERB_INF,VERB_INF,
overflow,déborder,ngɔnɔ (a),a,ngon-o,,ngon-,o,VERB_INF,VERB_INF,VERB_INF,
convex (to be),convex (être),kukulu (a),a,kuk-ul-u,,kug-,ul-u,VERB_INF,VERB_INF,VERB_INF,
flat on the stomach (to be),à plat ventre (être),bubūdu (a),a,bub-ud-u,,bub-,ud-u,VERB_INF,VERB_INF,VERB_INF,
disguise,dégueuler,yo (a),a,yo,,yo,ø,VERB_INF,VERB_INF,VERB_INF,
wish,souhaiter,tam (a),a,tam,,tam,ø,VERB_INF,VERB_INF,VERB_INF,
do on purpose,faire exprès,vaǹ (a),a,van,,van,ø,VERB_INF,VERB_INF,VERB_INF,
to shame,vouer quelqu'un aux gémonies,bəg (a),a,bëg,,bëg,ø,VERB_INF,VERB_INF,VERB_INF,
humiliate,humilier,samala (a),a,sam-al-a,,sam-,al-a,VERB_INF,VERB_INF,VERB_INF,
to vow,vouer (se),budan (a),a,bud-an,,bud-,an,VERB_INF,VERB_INF,VERB_INF,
vow,vouer,yome (a),a,yom-e,,yom-,e,VERB_INF,VERB_INF,VERB_INF,
choose,choisir,tɔb (a),a,tob,,tob,ø,VERB_INF,VERB_INF,VERB_INF,
vomit,vomir,yo (a),a,yo,,yo,ø,VERB_INF,VERB_INF,VERB_INF,
puke,dégueuler,kúmund u (a),a,kum-und- u,,kum-,nd-u,VERB_INF,VERB_INF,VERB_INF,
flutter,voltiger,kiǹ (a),a,kin,,kin,ø,VERB_INF,VERB_INF,VERB_INF,
to fly (in the air),voler (dans les airs),yəle (a),a,yële,,yële,ø,VERB_INF,VERB_INF,VERB_INF,
care,se soucier,yəb (a),a,yëb,,yëb,ø,VERB_INF,VERB_INF,VERB_INF,
